Label, Start, Stop
Control, 0.000000, 900.000000
60_uM_Acetylcholine, 1050.000000, 1950.000000
60_uM_Acetylcholine_and_10_uM_Curare, 2050.000000, 2950.000000
Washout, 3050.000000, 3950.000000
Time, Area, Amplitude, Duration, Fractional_Peak, Frequency
18.251930, 0.063423, 0.202418, 0.562580, 0.122400, -1
40.942020, 0.057943, 0.204058, 0.535620, 0.088776, 0.044072
62.890590, 0.069542, 0.203882, 0.738810, 0.067121, 0.045561
87.969380, 0.061319, 0.189885, 0.573320, 0.119096, 0.039874
115.171660, 0.060248, 0.183071, 0.622360, 0.094045, 0.036762
144.373500, 0.058316, 0.170892, 0.627880, 0.083280, 0.034244
167.227340, 0.061133, 0.195589, 0.642960, 0.094640, 0.043756
190.729760, 0.056736, 0.175720, 0.649470, 0.100697, 0.042549
213.446830, 0.063879, 0.183637, 0.612890, 0.105663, 0.044020
237.511560, 0.058689, 0.193395, 0.622430, 0.121186, 0.041555
260.652780, 0.059356, 0.175271, 0.644780, 0.122166, 0.043213
283.360410, 0.058614, 0.183583, 0.624700, 0.124428, 0.044038
308.199280, 0.055777, 0.175237, 0.649820, 0.146364, 0.040259
328.791840, 0.058927, 0.177847, 0.701880, 0.100231, 0.048561
354.896940, 0.055172, 0.160288, 0.577000, 0.130468, 0.038307
382.979170, 0.061699, 0.175024, 0.826920, 0.084434, 0.035610
413.113250, 0.053914, 0.168428, 0.635800, 0.099025, 0.033185
436.591320, 0.059307, 0.184974, 0.633060, 0.106894, 0.042593
464.656100, 0.057482, 0.195590, 0.575840, 0.138007, 0.035632
492.096330, 0.052726, 0.157696, 0.640150, 0.112208, 0.036443
518.829350, 0.055612, 0.179810, 0.610890, 0.098889, 0.037407
550.078950, 0.059843, 0.167573, 0.653820, 0.109296, 0.032000
578.210480, 0.061022, 0.196364, 0.619210, 0.089323, 0.035547
604.282230, 0.055574, 0.178942, 0.641220, 0.129675, 0.038356
627.977780, 0.054896, 0.179016, 0.655880, 0.149616, 0.042202
658.951250, 0.062996, 0.167255, 0.727310, 0.073614, 0.032286
688.312560, 0.050880, 0.161940, 0.584250, 0.096637, 0.034058
714.793480, 0.055915, 0.178849, 0.603400, 0.129118, 0.037763
746.535340, 0.057642, 0.166509, 0.656360, 0.080825, 0.031504
771.652870, 0.055449, 0.156436, 0.638960, 0.111901, 0.039813
794.696400, 0.054724, 0.166295, 0.682900, 0.097159, 0.043396
819.473060, 0.051408, 0.169416, 0.601460, 0.088983, 0.040361
843.987930, 0.055333, 0.183632, 0.654840, 0.106988, 0.040792
878.757690, 0.047992, 0.146576, 0.611940, 0.133853, 0.028761
936.083680, 0.058338, 0.184825, 0.585710, 0.126172, 0.017444
958.298950, 0.069816, 0.220664, 0.616710, 0.082729, 0.045014
982.424950, 0.063116, 0.214287, 0.554370, 0.115158, 0.041449
1009.797790, 0.062756, 0.222373, 0.555560, 0.098459, 0.036533
1030.268930, 0.060434, 0.235544, 0.524290, 0.130195, 0.048849
1048.921570, 0.062630, 0.225082, 0.540200, 0.112680, 0.053612
1062.431590, 0.056142, 0.217102, 0.487770, 0.115977, 0.074019
1074.023180, 0.070034, 0.232050, 0.755030, 0.059614, 0.086269
1092.431310, 0.056068, 0.221898, 0.517320, 0.062012, 0.054324
1106.471900, 0.053547, 0.217872, 0.491600, 0.094548, 0.071222
1119.889830, 0.058030, 0.210014, 0.609000, 0.105484, 0.074527
1136.478730, 0.081890, 0.216023, 0.918370, 0.043392, 0.060281
1158.956770, 0.061971, 0.235639, 0.507650, 0.054703, 0.044488
1173.560550, 0.066143, 0.229313, 0.576010, 0.057916, 0.068475
1185.717650, 0.057309, 0.200049, 0.591300, 0.085405, 0.082256
1202.669420, 0.063039, 0.214214, 0.634510, 0.050370, 0.058991
1213.430610, 0.061408, 0.217293, 0.594930, 0.088044, 0.092927
1231.870310, 0.061590, 0.229738, 0.515280, 0.062646, 0.054231
1250.153090, 0.059885, 0.202827, 0.579080, 0.068212, 0.054696
1264.468130, 0.082768, 0.229947, 0.969350, 0.037200, 0.069857
1290.923770, 0.058722, 0.232602, 0.564760, 0.072278, 0.037799
1301.985080, 0.061182, 0.216756, 0.532910, 0.065715, 0.090405
1318.314610, 0.067596, 0.218779, 0.601340, 0.057122, 0.061239
1330.861620, 0.054524, 0.205767, 0.524410, 0.089300, 0.079700
1349.935050, 0.067378, 0.224634, 0.679340, 0.036182, 0.052429
1365.813800, 0.060116, 0.207822, 0.553730, 0.081971, 0.062977
1381.969430, 0.063497, 0.241203, 0.541830, 0.056494, 0.061898
1399.588380, 0.059006, 0.233105, 0.562470, 0.073266, 0.056757
1416.805870, 0.076984, 0.203147, 0.880520, 0.043486, 0.058080
1439.161160, 0.055971, 0.209017, 0.559860, 0.083039, 0.044732
1456.760770, 0.065021, 0.243474, 0.521030, 0.068365, 0.056819
1475.261540, 0.065216, 0.223016, 0.529420, 0.069604, 0.054052
1492.597330, 0.058868, 0.227231, 0.537430, 0.068083, 0.057684
1511.587510, 0.070646, 0.252157, 0.660860, 0.065778, 0.052659
1532.579270, 0.062124, 0.219755, 0.568410, 0.078289, 0.047638
1552.276330, 0.093599, 0.223298, 0.976820, 0.036496, 0.050769
1575.568980, 0.060159, 0.230563, 0.519450, 0.068515, 0.042932
1593.950200, 0.062166, 0.216112, 0.542950, 0.058919, 0.054403
1612.248800, 0.065405, 0.233141, 0.589970, 0.071173, 0.054649
